Gender,Degree,Specialization,CollegeState,collegeGPA,CollegeCityTier,GraduationYear,10percentage,12graduation,12percentage,CollegeTier,Salary
m,B.Tech/B.E.,electronics and communication engineering,Haryana,65.6,0,2014,71,2010,64.6,2,225000
m,B.Tech/B.E.,information technology,Uttar Pradesh,62.2,0,2012,61,2006,61.8,2,200000
f,B.Tech/B.E.,electronics and communication engineering,Telangana,74.42,1,2013,81,2009,93.3,2,180000
m,B.Tech/B.E.,information technology,Uttar Pradesh,70,0,2010,72.3,2006,95,2,400000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,68.75,1,2011,75.38,2007,72,2,500000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,67,0,2014,87.2,2010,76.6,1,325000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,76.26,0,2012,57.67,2007,74,2,260000
f,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,71,0,2012,66,2008,68,2,205000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,73.5,0,2011,80.33,2006,89.6,2,760000
m,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,73,0,2010,78,2006,85,2,180000
m,B.Tech/B.E.,electronics and communication engineering,Andhra Pradesh,76.2,0,2014,91.2,2010,95.2,2,310000
m,B.Tech/B.E.,electronics and communication engineering,Union Territory,78.4,0,2013,87,2009,86.54,2,150000
f,B.Tech/B.E.,computer engineering,Uttar Pradesh,67.84,0,2011,55.6,2007,68,2,180000
f,B.Tech/B.E.,electronics and communication engineering,Telangana,79.96,0,2014,89.33,2010,95.5,1,195000
m,B.Tech/B.E.,information technology,Uttar Pradesh,71.06,0,2012,74.6,2007,73.4,2,370000
m,B.Tech/B.E.,computer science & engineering,Madhya Pradesh,75,0,2013,71,2009,70.8,2,240000
f,B.Tech/B.E.,instrumentation and control engineering,Orissa,86.3,0,2013,86.3,2009,71.8,2,335000
m,B.Tech/B.E.,mechanical engineering,Chhattisgarh,80.6,0,2014,80,2010,76,2,110000
m,B.Tech/B.E.,information technology,Bihar,76.75,0,2011,73.2,2007,74.6,2,150000
m,B.Tech/B.E.,electronics and communication engineering,Andhra Pradesh,67.46,0,2014,70.3,2010,73.2,2,200000
m,B.Tech/B.E.,information technology,Haryana,75.6,0,2012,65.2,2008,62.2,2,480000
m,M.Tech./M.E.,information technology,Karnataka,8.89,0,2014,81.2,2007,87.6,1,820000
m,MCA,computer application,Delhi,81.6,1,2013,65.2,2007,80,1,210000
m,B.Tech/B.E.,information technology,Rajasthan,64,1,2011,72.17,2006,58.92,2,135000
m,B.Tech/B.E.,information technology,Karnataka,60,1,2010,69,2006,50,2,225000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,66.24,0,2014,84.6,2010,74.4,2,360000
m,B.Tech/B.E.,electronics and communication engineering,Madhya Pradesh,63,0,2013,76.2,2009,68.3,2,95000
m,B.Tech/B.E.,computer engineering,Orissa,65,0,2012,57,2008,49,2,240000
f,B.Tech/B.E.,computer science & engineering,Haryana,72,0,2013,82,2009,64,2,200000
m,B.Tech/B.E.,computer engineering,Karnataka,61.29,0,2011,80.07,2007,70.66,2,460000
m,B.Tech/B.E.,computer science & engineering,Haryana,63,0,2014,80,2009,55,2,205000
f,B.Tech/B.E.,information technology,Karnataka,73.81,1,2013,92.47,2009,75.5,2,350000
m,B.Tech/B.E.,electronics and electrical engineering,Uttar Pradesh,79.6,0,2014,65,2010,77.2,2,170000
m,B.Tech/B.E.,computer science & engineering,Orissa,82.5,0,2012,86,2008,68.69,2,215000
m,B.Tech/B.E.,mechanical engineering,Uttar Pradesh,55,0,2012,58,2008,52,2,100000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,72,0,2013,66.33,2008,61,2,300000
f,B.Tech/B.E.,electronics and electrical engineering,Karnataka,74.83,1,2014,88.64,2010,61.92,2,100000
m,B.Tech/B.E.,computer science & engineering,West Bengal,83.8,1,2013,84,2009,72,2,300000
m,B.Tech/B.E.,electronics and communication engineering,Delhi,74,1,2013,87,2009,82,1,500000
f,B.Tech/B.E.,electronics and communication engineering,Telangana,83,1,2014,92,2010,95,2,235000
f,MCA,computer application,Punjab,65,0,2011,79,2006,69.4,2,370000
m,B.Tech/B.E.,information technology,Union Territory,67,0,2013,74,2009,63,2,350000
m,B.Tech/B.E.,mechanical engineering,Maharashtra,56.8,1,2011,75.86,2008,70.08,2,120000
m,B.Tech/B.E.,electronics & telecommunications,Maharashtra,60,1,2012,88.66,2008,84.33,2,145000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,71,0,2013,74.2,2009,61,2,325000
f,B.Tech/B.E.,electronics and communication engineering,Telangana,82.47,1,2012,94,2008,98.2,2,360000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,65.4,0,2014,79,2009,69.3,2,180000
m,B.Tech/B.E.,electronics and instrumentation engineering,Uttar Pradesh,61,0,2010,57,2005,50,2,110000
m,B.Tech/B.E.,computer science & engineering,Madhya Pradesh,72.31,0,2013,72.2,2009,71.8,2,300000
m,B.Tech/B.E.,electronics and communication engineering,Madhya Pradesh,73.5,0,2012,68.6,2008,64.3,2,120000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,71,0,2009,59,2005,61,2,150000
m,B.Tech/B.E.,electronics and communication engineering,Haryana,64,0,2013,82,2009,81,2,180000
m,B.Tech/B.E.,mechanical engineering,Uttar Pradesh,77.75,0,2013,86,2009,88,2,310000
f,B.Tech/B.E.,computer science & engineering,Karnataka,73,1,2014,92.48,2010,89,2,350000
m,B.Tech/B.E.,mechanical engineering,Uttar Pradesh,63,0,2013,63,2009,56,2,180000
f,B.Tech/B.E.,information technology,Uttar Pradesh,72.48,0,2013,90,2009,84,2,350000
m,B.Tech/B.E.,mechanical engineering,Andhra Pradesh,84.9,0,2014,89.17,2010,96,2,325000
f,B.Tech/B.E.,electrical engineering,West Bengal,88.1,0,2012,90,2007,83.2,2,370000
m,B.Tech/B.E.,mechanical engineering,Maharashtra,63.6,0,2013,69.53,2009,66.17,2,220000
m,B.Tech/B.E.,information technology,Orissa,67.58,0,2013,92.2,2009,82.2,2,420000
m,B.Tech/B.E.,electronics and electrical engineering,Uttar Pradesh,72,0,2010,58.5,2005,67.4,2,420000
m,B.Tech/B.E.,applied electronics and instrumentation,Orissa,61.5,0,2013,81.16,2008,68.5,2,275000
m,B.Tech/B.E.,information technology,Telangana,90.1,1,2014,80,2010,85.6,2,355000
m,B.Tech/B.E.,electrical engineering,Orissa,64,0,2011,55,2005,75,2,400000
f,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,70.68,0,2012,78,2008,64.4,2,200000
m,B.Tech/B.E.,information technology,Uttarakhand,80.68,0,2013,53.8,2009,59.6,2,275000
m,B.Tech/B.E.,information technology,Rajasthan,75.64,1,2013,85,2008,79,2,450000
m,B.Tech/B.E.,computer engineering,Rajasthan,68,1,2010,52,2006,55,2,550000
m,B.Tech/B.E.,computer science & engineering,Andhra Pradesh,78,0,2013,76.7,2009,90.1,2,180000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,67.4,0,2013,83.8,2009,80.25,2,315000
m,B.Tech/B.E.,computer science & engineering,Haryana,64,0,2014,85.8,2010,70.1,2,220000
m,B.Tech/B.E.,computer science & engineering,Rajasthan,60,0,2014,71.33,2010,66.46,2,120000
m,B.Tech/B.E.,information technology,Uttar Pradesh,67.25,0,2013,83,2009,73,2,110000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,72.04,0,2013,78,2009,80.6,2,240000
f,B.Tech/B.E.,computer science & engineering,Uttarakhand,78.12,0,2014,89.8,2010,87.2,2,300000
f,B.Tech/B.E.,computer engineering,Tamil Nadu,80,1,2010,93.2,2006,85.66,2,700000
f,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,71,0,2014,84.2,2010,87.2,1,300000
m,B.Tech/B.E.,electronics and electrical engineering,Tamil Nadu,79.95,0,2013,90.06,2012,92.75,2,300000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,71.26,0,2014,89.42,2009,81.2,2,560000
f,B.Tech/B.E.,information science engineering,Karnataka,65.2,1,2013,77.57,2009,69,2,200000
m,B.Tech/B.E.,electronics and communication engineering,Andhra Pradesh,78,0,2013,92.5,2009,96.1,2,390000
m,MCA,computer application,Jammu and Kashmir,68.23,0,2012,67,2006,61,2,420000
m,B.Tech/B.E.,electronics and communication engineering,Gujarat,68,0,2013,78.15,2009,76.8,2,310000
m,B.Tech/B.E.,computer science & engineering,Maharashtra,68,0,2013,63.6,2008,60.8,2,120000
m,B.Tech/B.E.,electronics and communication engineering,Delhi,74.64,1,2014,81.8,2010,81.2,1,325000
f,MCA,computer application,West Bengal,71.25,1,2012,81.33,2006,78.4,2,120000
f,B.Tech/B.E.,information technology,Madhya Pradesh,76,0,2013,89,2009,85,2,200000
m,B.Tech/B.E.,computer engineering,Punjab,82.17,0,2013,69.8,2009,82.6,2,475000
m,B.Tech/B.E.,computer engineering,Tamil Nadu,70.1,1,2012,90.1,2009,95.65,2,375000
m,B.Tech/B.E.,electronics and communication engineering,Uttarakhand,60,0,2014,70,2010,66,2,200000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,75,0,2013,73,2008,62,2,260000
f,B.Tech/B.E.,information technology,Delhi,76.04,1,2013,91.8,2009,90.8,1,380000
m,B.Tech/B.E.,information technology,Tamil Nadu,73.5,0,2012,79.4,2008,75.91,2,180000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,64.28,0,2012,71,2007,69,2,200000
m,B.Tech/B.E.,electronics and communication engineering,Telangana,82.23,1,2013,64.2,2009,90.7,2,325000
m,MCA,computer application,Tamil Nadu,74,1,2011,51,2003,51,2,180000
f,MCA,computer application,Tamil Nadu,89,0,2012,87.63,2006,79.83,2,500000
f,B.Tech/B.E.,computer science & engineering,Telangana,70.5,1,2014,80.16,2010,91.4,2,320000
f,B.Tech/B.E.,computer engineering,Haryana,82.27,0,2013,92.6,2009,89.9,2,325000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,78,0,2014,90,2009,67.8,2,275000
m,B.Tech/B.E.,electronics and communication engineering,Andhra Pradesh,72.6,0,2014,80.3,2010,90.6,2,180000
m,B.Tech/B.E.,electronics and electrical engineering,Karnataka,79.3,0,2012,76.48,2008,77.16,2,445000
m,B.Tech/B.E.,electronics and communication engineering,Delhi,76.5,1,2014,93.6,2009,81,1,325000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,59.8,0,2015,72,2010,65,2,180000
m,B.Tech/B.E.,electronics and communication engineering,Rajasthan,66.96,1,2014,79.6,2009,73.2,2,510000
m,B.Tech/B.E.,electrical engineering,Punjab,67.7,0,2013,86.83,2009,75.2,1,415000
f,B.Tech/B.E.,information technology,Telangana,78,1,2012,88,2008,89,2,420000
m,B.Tech/B.E.,electronics and instrumentation engineering,Orissa,72,0,2017,89.76,2009,82,1,330000
m,B.Tech/B.E.,computer science & engineering,Telangana,72.45,1,2015,89.6,2011,95.8,2,325000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,75,0,2014,68,2010,65,2,185000
m,B.Tech/B.E.,information technology,Tamil Nadu,80,1,2013,73,2009,91,2,290000
f,B.Tech/B.E.,information technology,Bihar,80,0,2014,73.4,2010,74.45,2,190000
f,B.Tech/B.E.,information technology,Telangana,72.3,1,2014,81,2010,87.9,2,300000
m,B.Tech/B.E.,mechanical engineering,Maharashtra,57,1,2015,84,2011,66,2,110000
m,B.Tech/B.E.,mechanical engineering,Uttar Pradesh,65,0,2012,85,2007,64,2,435000
m,B.Tech/B.E.,electronics and communication engineering,Telangana,78,1,2013,81,2009,90,2,300000
m,B.Tech/B.E.,computer science & engineering,Punjab,73.8,0,2014,78.6,2009,74.8,2,350000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,67.46,0,2013,67,2008,59.4,2,255000
m,B.Tech/B.E.,information technology,Tamil Nadu,73.1,0,2014,88.6,2010,74.16,2,210000
m,B.Tech/B.E.,electronics and electrical engineering,Karnataka,66.85,1,2014,79.2,2010,67.2,2,155000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,64,0,2012,69,2008,66,2,400000
m,B.Tech/B.E.,electronics and communication engineering,Maharashtra,71.3,0,2012,53.06,2007,60.33,2,60000
m,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,78.5,0,2013,85.72,2009,91.58,2,105000
m,B.Tech/B.E.,computer science & engineering,Tamil Nadu,65.3,1,2013,72,2009,65,2,185000
f,B.Tech/B.E.,computer engineering,Uttarakhand,69,0,2010,68,2005,60,2,200000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,71.18,0,2014,89.6,2009,84.4,2,315000
f,B.Tech/B.E.,information technology,Andhra Pradesh,63.47,0,2010,59,2006,55,2,105000
m,B.Tech/B.E.,information technology,Karnataka,67.75,0,2011,78.88,2007,67.67,2,425000
m,B.Tech/B.E.,information technology,Rajasthan,62.81,1,2012,77.33,2008,62.6,2,220000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,69.9,0,2014,87,2010,70,2,115000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,67,0,2013,59,2008,60,2,300000
m,B.Tech/B.E.,electronics and communication engineering,Kerala,66.4,0,2012,84.8,2008,83,2,260000
f,B.Tech/B.E.,information technology,Maharashtra,61.89,1,2014,91.21,2010,79.9,2,105000
m,B.Tech/B.E.,information technology,Madhya Pradesh,71.18,0,2012,70,2008,56.6,2,150000
f,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,74.3,0,2012,86.7,2008,80.6,2,280000
m,B.Tech/B.E.,computer science & engineering,Punjab,78,0,2014,78.3,2010,81,2,300000
m,B.Tech/B.E.,electrical engineering,Uttar Pradesh,66.66,0,2011,54.83,2006,61.23,2,150000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,71,0,2014,55.3,2004,72,2,135000
f,B.Tech/B.E.,information technology,Tamil Nadu,74.2,1,2011,61.2,2007,68.3,2,200000
m,B.Tech/B.E.,computer science & engineering,Andhra Pradesh,68,0,2014,78.6,2010,76.7,2,120000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,75,0,2014,87,2010,84,1,300000
m,B.Tech/B.E.,computer engineering,Karnataka,72.6,1,2011,67.36,2008,74.96,2,500000
m,B.Tech/B.E.,computer science & engineering,Andhra Pradesh,75,0,2013,88,2009,94,2,500000
m,B.Tech/B.E.,computer engineering,West Bengal,77.8,1,2012,61.75,2007,61,2,375000
m,B.Tech/B.E.,computer science & engineering,Rajasthan,77.6,1,2014,82,2009,92.2,1,450000
f,B.Tech/B.E.,computer science & engineering,Karnataka,67.04,1,2013,80.8,2008,60.5,2,150000
m,B.Tech/B.E.,computer science & engineering,Uttarakhand,69.62,0,2013,87.2,2009,71,2,400000
f,B.Tech/B.E.,information technology,Telangana,72.32,1,2013,63,2009,64,2,120000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,67,0,2011,55.33,2006,62.4,2,160000
f,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,71.34,0,2012,79.6,2007,64.4,2,400000
f,B.Tech/B.E.,computer science & engineering,Andhra Pradesh,76.29,0,2013,91.1,2009,90,2,300000
f,B.Tech/B.E.,computer science & engineering,Punjab,79,0,2014,79,2010,71,2,300000
m,MCA,computer application,Uttar Pradesh,62,0,2015,56,2009,56,2,200000
m,B.Tech/B.E.,mechanical engineering,Karnataka,60.13,0,2013,75.52,2009,70,2,220000
m,MCA,computer application,Punjab,72,0,2012,67,2004,53.16,2,310000
m,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,82.48,1,2012,82.4,2007,72.4,2,400000
m,B.Tech/B.E.,biotechnology,Tamil Nadu,77.8,0,2012,76,2008,78,2,325000
m,B.Tech/B.E.,mechanical engineering,Andhra Pradesh,80.91,0,2013,85,2009,95.1,2,345000
m,B.Tech/B.E.,electronics and electrical engineering,Karnataka,63.69,1,2014,80,2010,68,2,160000
m,MCA,computer application,Andhra Pradesh,67.2,0,2010,74,2002,40,2,300000
m,B.Tech/B.E.,electronics and communication engineering,Telangana,66.02,0,2011,89,2006,94.1,2,240000
m,B.Tech/B.E.,instrumentation and control engineering,Orissa,63.2,0,2014,85.5,2010,58.2,2,305000
m,B.Tech/B.E.,computer science & engineering,Karnataka,72.98,1,2014,86.08,2010,67.5,2,300000
m,B.Tech/B.E.,mechanical engineering,Punjab,97.3,0,2011,87.6,2006,81.4,1,500000
f,B.Tech/B.E.,electronics and communication engineering,Telangana,74,1,2012,87,2008,91,2,350000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,83.7,0,2014,90,2010,89.4,1,2000000
m,B.Tech/B.E.,electronics and electrical engineering,Uttar Pradesh,71,0,2014,80.2,2009,64.2,2,220000
f,MCA,computer application,Telangana,78,1,2011,72,2005,80,2,340000
m,B.Tech/B.E.,information technology,Madhya Pradesh,70.59,0,2012,65.26,2007,66.2,2,100000
m,B.Tech/B.E.,civil engineering,Madhya Pradesh,78.3,0,2014,79.2,2010,73.2,2,180000
m,B.Tech/B.E.,electronics engineering,Uttar Pradesh,65.9,0,2013,55.6,2009,56.2,2,180000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,67.3,0,2012,81,2007,81,2,475000
m,B.Tech/B.E.,information science engineering,Karnataka,66,1,2013,81,2009,66,2,245000
m,B.Tech/B.E.,electronics & instrumentation eng,West Bengal,62,0,2014,74,2009,66,2,215000
m,B.Tech/B.E.,information technology,Uttar Pradesh,66.52,0,2011,70.1,2006,68.6,2,505000
m,B.Tech/B.E.,information technology,Haryana,65,0,2013,86,2008,73,2,145000
f,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,76.36,0,2013,85.2,2008,73.2,2,350000
f,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,68,0,2014,49,2010,60,2,150000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,71.5,0,2010,80,2005,73,2,420000
f,B.Tech/B.E.,information technology,Tamil Nadu,81,1,2013,71,2009,64,2,145000
m,B.Tech/B.E.,electrical engineering,Punjab,71.7,0,2014,77.8,2010,69,2,400000
m,B.Tech/B.E.,computer science & engineering,West Bengal,88.3,1,2013,87.6,2009,92.5,2,340000
m,B.Tech/B.E.,electrical engineering,West Bengal,76,1,2012,76,2008,70,2,115000
m,B.Tech/B.E.,computer science & engineering,Telangana,64.97,1,2014,80,2010,80,2,200000
m,B.Tech/B.E.,mechanical engineering,Kerala,64.16,0,2011,92,2007,80,2,95000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,65.3,0,2012,74.3,2008,75.6,2,280000
m,B.Tech/B.E.,computer science & engineering,Rajasthan,66,0,2015,68.2,2010,67.4,2,300000
m,B.Tech/B.E.,electronics & instrumentation eng,West Bengal,71.7,0,2013,87.62,2009,86,2,110000
m,B.Tech/B.E.,computer science & engineering,Karnataka,64.8,0,2014,92.48,2010,72.66,2,320000
m,B.Tech/B.E.,computer engineering,Tamil Nadu,77.4,1,2010,76.7,2006,80,2,300000
m,B.Tech/B.E.,computer science & engineering,West Bengal,74,0,2013,81,2008,71,2,95000
f,B.Tech/B.E.,computer engineering,Haryana,69,0,2012,89.2,2008,68.8,2,180000
f,B.Tech/B.E.,information technology,Maharashtra,57.83,1,2010,66.66,2007,61,2,300000
m,B.Tech/B.E.,computer science & engineering,Uttarakhand,64.06,0,2014,80,2010,66.66,2,180000
f,B.Tech/B.E.,computer science & engineering,Tamil Nadu,71,1,2013,81,2009,70,2,210000
m,B.Tech/B.E.,electronics and electrical engineering,Jharkhand,75.4,0,2014,93.4,2009,89.4,2,325000
m,B.Tech/B.E.,computer and communication engineering,Uttar Pradesh,77.26,0,2014,82.28,2010,87.2,2,120000
m,B.Tech/B.E.,electronics and communication engineering,Telangana,67,1,2013,75,2009,78.5,2,120000
m,B.Tech/B.E.,electrical engineering,Uttar Pradesh,65.02,0,2013,64.56,2008,66.66,2,385000
m,B.Tech/B.E.,industrial & production engineering,Karnataka,68.56,0,2010,69.33,2004,56,2,480000
f,B.Tech/B.E.,computer engineering,Telangana,70.8,1,2011,91.4,2007,93,2,495000
m,B.Tech/B.E.,electronics and communication engineering,Punjab,78,0,2014,81,2009,81,2,300000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,63.2,0,2012,74,2008,63,2,300000
m,B.Tech/B.E.,information technology,Andhra Pradesh,67,0,2014,65,2010,81.2,2,205000
f,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,87.1,0,2014,91.04,2010,95.08,2,100000
f,B.Tech/B.E.,computer science & engineering,Rajasthan,65,0,2013,66,2009,64,2,300000
m,B.Tech/B.E.,electronics & telecommunications,Maharashtra,58.67,1,2011,75.12,2004,60,2,275000
f,B.Tech/B.E.,electronics & instrumentation eng,Uttar Pradesh,65.6,0,2010,69.4,2006,60,2,425000
m,B.Tech/B.E.,information technology,Andhra Pradesh,65.15,0,2013,77.6,2007,89.6,2,180000
m,B.Tech/B.E.,electronics and communication engineering,Delhi,79,1,2013,84.4,2008,75.6,2,330000
m,B.Tech/B.E.,computer science & engineering,Telangana,70,1,2013,78.4,2009,82,2,360000
m,B.Tech/B.E.,electronics and communication engineering,Andhra Pradesh,65.21,0,2012,64.5,2008,85.5,2,250000
f,B.Tech/B.E.,computer science & engineering,Telangana,77.6,1,2014,78.8,2010,70,2,305000
f,B.Tech/B.E.,information technology,Andhra Pradesh,74.39,0,2013,90,2009,96,2,410000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,66.32,0,2014,66.6,2009,71.6,2,220000
m,B.Tech/B.E.,electronics & telecommunications,Uttar Pradesh,70,0,2013,62,2009,60.2,2,45000
m,B.Tech/B.E.,computer science & engineering,West Bengal,76,1,2013,61,2008,60.4,2,335000
f,B.Tech/B.E.,information technology,Delhi,71,1,2014,84.6,2010,66.4,1,325000
m,B.Tech/B.E.,computer engineering,Maharashtra,57.04,1,2009,67.2,2005,58,2,95000
m,M.Tech./M.E.,computer networking,Karnataka,70.13,1,2015,91,2008,84.33,2,565000
m,MCA,computer application,Telangana,78,1,2011,78,2005,67,2,660000
m,B.Tech/B.E.,mechanical engineering,Assam,84,0,2014,93.2,2009,91.4,1,450000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,66.6,0,2013,87,2009,73,2,395000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,66.5,0,2013,74.5,2008,73.6,2,100000
f,B.Tech/B.E.,information technology,Uttar Pradesh,73.64,0,2013,71.6,2008,69.4,2,300000
m,B.Tech/B.E.,mechanical engineering,Karnataka,61.8,1,2013,84.8,2009,75,2,300000
m,B.Tech/B.E.,computer science & engineering,Bihar,79,0,2014,86,2006,89.6,1,550000
